latin,translation,part_of_speech,level,genitive,gender,declension,principal_parts,conjugation
plenus_962,full (var. 962),adj,1,,,1/2,,
solus_963,alone (var. 963),adj,1,,,1/2,,
stultus_964,stupid (var. 964),adj,1,,,1/2,,
tutus_965,safe (var. 965),adj,1,,,1/2,,
vivus_966,alive (var. 966),adj,1,,,1/2,,
mortuus_967,dead (var. 967),adj,1,,,1/2,,
puella_968,girl (var. 968),noun,1,puellae,f,1,,
puer_969,boy (var. 969),noun,1,pueri,m,2,,
vir_970,man (var. 970),noun,1,viri,m,2,,
femina_971,woman (var. 971),noun,1,feminae,f,1,,
pater_972,father (var. 972),noun,1,patris,m,3,,
mater_973,mother (var. 973),noun,1,matris,f,3,,
filius_974,son (var. 974),noun,1,filii,m,2,,
filia_975,daughter (var. 975),noun,1,filiae,f,1,,
dominus_976,master (var. 976),noun,1,domini,m,2,,
ancilla_977,slave-girl (var. 977),noun,1,ancillae,f,1,,
servus_978,slave (var. 978),noun,1,servi,m,2,,
liber_979,book (var. 979),noun,1,libri,m,2,,
titulus_980,title (var. 980),noun,1,tituli,m,2,,
pagina_981,page (var. 981),noun,1,paginae,f,1,,
antiquus_982,ancient (var. 982),adj,1,,,1/2,,
novus_983,new (var. 983),adj,1,,,1/2,,
ceteri_984,the others (var. 984),adj,1,,,1/2,,
meus_985,my (var. 985),adj,1,,,1/2,,
tuus_986,your (var. 986),adj,1,,,1/2,,
centum_987,hundred (var. 987),num,1,,,,,
duo_988,two (var. 988),num,1,,,,,
tres_989,three (var. 989),num,1,,,,,
fluvius_990,river (var. 990),noun,1,fluvii,m,2,,
insula_991,island (var. 991),noun,1,insulae,f,1,,
oppidum_992,town (var. 992),noun,1,oppidi,n,2,,
oceanus_993,ocean (var. 993),noun,1,oceani,m,2,,
imperium_994,empire (var. 994),noun,1,imperii,n,2,,
provincia_995,province (var. 995),noun,1,provinciae,f,1,,
numerus_996,number (var. 996),noun,1,numeri,m,2,,
littera_997,letter (var. 997),noun,1,litterae,f,1,,
vocabulum_998,word (var. 998),noun,1,vocabuli,n,2,,
capitulum_999,chapter (var. 999),noun,1,capituli,n,2,,
syllaba_1000,syllable (var. 1000),noun,1,syllabae,f,1,,
exemplum_1001,example (var. 1001),noun,1,exempli,n,2,,
pensum_1002,task (var. 1002),noun,1,pensi,n,2,,
magnus_1003,big (var. 1003),adj,1,,,1/2,,
parvus_1004,small (var. 1004),adj,1,,,1/2,,
graecus_1005,greek (var. 1005),adj,1,,,1/2,,
romanus_1006,roman (var. 1006),adj,1,,,1/2,,
latinus_1007,latin (var. 1007),adj,1,,,1/2,,
multi_1008,many (var. 1008),adj,1,,,1/2,,
pauci_1009,few (var. 1009),adj,1,,,1/2,,
unus_1010,one (var. 1010),num,1,,,,,
mille_1011,thousand (var. 1011),num,1,,,,,
primus_1012,first (var. 1012),adj,1,,,1/2,,
secundus_1013,second (var. 1013),adj,1,,,1/2,,
tertius_1014,third (var. 1014),adj,1,,,1/2,,
est_1015,is (var. 1015),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1016,are (var. 1016),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1017,in/on (var. 1017),prep,1,,,,,
et_1018,and (var. 1018),conj,1,,,,,
sed_1019,but (var. 1019),conj,1,,,,,
non_1020,not (var. 1020),adv,1,,,,,
quoque_1021,also (var. 1021),adv,1,,,,,
ubi_1022,where (var. 1022),adv,1,,,,,
num_1023,? (var. 1023),part,1,,,,,
quid_1024,what (var. 1024),pron,1,,,,,
quis_1025,who (var. 1025),pron,1,,,,,
qui_1026,who (var. 1026),pron,1,,,,,
cuius_1027,whose (var. 1027),pron,1,,,,,
amo_1028,love (var. 1028),verb,1,,,,"amo, amare, amavi, amatum",1
video_1029,see (var. 1029),verb,1,,,,"video, videre, vidi, visum",2
lego_1030,read (var. 1030),verb,1,,,,"lego, legere, legi, lectum",3
audio_1031,hear (var. 1031),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1032,take (var. 1032),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1033,make/do (var. 1033),verb,1,,,,"facio, facere, feci, factum",3io
ago_1034,do/drive (var. 1034),verb,1,,,,"ago, agere, egi, actum",3
dico_1035,say (var. 1035),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1036,come (var. 1036),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1037,have (var. 1037),verb,1,,,,"habeo, habere, habui, habitum",2
do_1038,give (var. 1038),verb,1,,,,"do, dare, dedi, datum",1
voco_1039,call (var. 1039),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1040,fight (var. 1040),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1041,attack (var. 1041),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1042,kill (var. 1042),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1043,fear (var. 1043),verb,1,,,,"timeo, timere, timui, -",2
moneo_1044,warn (var. 1044),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1045,lead (var. 1045),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1046,send (var. 1046),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1047,put (var. 1047),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1048,write (var. 1048),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1049,conquer (var. 1049),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1050,live (var. 1050),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1051,sleep (var. 1051),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1052,know (var. 1052),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1053,not know (var. 1053),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1054,road (var. 1054),noun,1,viae,f,1,,
murus_1055,wall (var. 1055),noun,1,muri,m,2,,
porta_1056,gate (var. 1056),noun,1,portae,f,1,,
lectica_1057,litter (var. 1057),noun,1,lecticae,f,1,,
saccus_1058,sack (var. 1058),noun,1,sacci,m,2,,
humerus_1059,shoulder (var. 1059),noun,1,humeri,m,2,,
amicus_1060,friend (var. 1060),noun,1,amici,m,2,,
inimicus_1061,enemy (var. 1061),noun,1,inimici,m,2,,
equus_1062,horse (var. 1062),noun,1,equi,m,2,,
oculus_1063,eye (var. 1063),noun,1,oculi,m,2,,
lacrima_1064,tear (var. 1064),noun,1,lacrimae,f,1,,
speculum_1065,mirror (var. 1065),noun,1,speculi,n,2,,
ostium_1066,door (var. 1066),noun,1,ostii,n,2,,
atrium_1067,atrium (var. 1067),noun,1,atrii,n,2,,
impluvium_1068,pool (var. 1068),noun,1,impluvii,n,2,,
cubiculum_1069,bedroom (var. 1069),noun,1,cubiculi,n,2,,
tablinum_1070,study (var. 1070),noun,1,tablini,n,2,,
peristylum_1071,peristyle (var. 1071),noun,1,peristyli,n,2,,
lilium_1072,lily (var. 1072),noun,1,lilii,n,2,,
nasus_1073,nose (var. 1073),noun,1,nasi,m,2,,
rosa_1074,rose (var. 1074),noun,1,rosae,f,1,,
malum_1075,apple (var. 1075),noun,1,mali,n,2,,
pirum_1076,pear (var. 1076),noun,1,piri,n,2,,
oscilum_1077,kiss (var. 1077),noun,1,oscili,n,2,,
beatus_1078,happy (var. 1078),adj,1,,,1/2,,
fessus_1079,tired (var. 1079),adj,1,,,1/2,,
iratus_1080,angry (var. 1080),adj,1,,,1/2,,
laetus_1081,glad (var. 1081),adj,1,,,1/2,,
maestus_1082,sad (var. 1082),adj,1,,,1/2,,
plenus_1083,full (var. 1083),adj,1,,,1/2,,
solus_1084,alone (var. 1084),adj,1,,,1/2,,
stultus_1085,stupid (var. 1085),adj,1,,,1/2,,
tutus_1086,safe (var. 1086),adj,1,,,1/2,,
vivus_1087,alive (var. 1087),adj,1,,,1/2,,
mortuus_1088,dead (var. 1088),adj,1,,,1/2,,
puella_1089,girl (var. 1089),noun,1,puellae,f,1,,
puer_1090,boy (var. 1090),noun,1,pueri,m,2,,
vir_1091,man (var. 1091),noun,1,viri,m,2,,
femina_1092,woman (var. 1092),noun,1,feminae,f,1,,
pater_1093,father (var. 1093),noun,1,patris,m,3,,
mater_1094,mother (var. 1094),noun,1,matris,f,3,,
filius_1095,son (var. 1095),noun,1,filii,m,2,,
filia_1096,daughter (var. 1096),noun,1,filiae,f,1,,
dominus_1097,master (var. 1097),noun,1,domini,m,2,,
ancilla_1098,slave-girl (var. 1098),noun,1,ancillae,f,1,,
servus_1099,slave (var. 1099),noun,1,servi,m,2,,
liber_1100,book (var. 1100),noun,1,libri,m,2,,
titulus_1101,title (var. 1101),noun,1,tituli,m,2,,
pagina_1102,page (var. 1102),noun,1,paginae,f,1,,
antiquus_1103,ancient (var. 1103),adj,1,,,1/2,,
novus_1104,new (var. 1104),adj,1,,,1/2,,
ceteri_1105,the others (var. 1105),adj,1,,,1/2,,
meus_1106,my (var. 1106),adj,1,,,1/2,,
tuus_1107,your (var. 1107),adj,1,,,1/2,,
centum_1108,hundred (var. 1108),num,1,,,,,
duo_1109,two (var. 1109),num,1,,,,,
tres_1110,three (var. 1110),num,1,,,,,
fluvius_1111,river (var. 1111),noun,1,fluvii,m,2,,
insula_1112,island (var. 1112),noun,1,insulae,f,1,,
oppidum_1113,town (var. 1113),noun,1,oppidi,n,2,,
oceanus_1114,ocean (var. 1114),noun,1,oceani,m,2,,
imperium_1115,empire (var. 1115),noun,1,imperii,n,2,,
provincia_1116,province (var. 1116),noun,1,provinciae,f,1,,
numerus_1117,number (var. 1117),noun,1,numeri,m,2,,
littera_1118,letter (var. 1118),noun,1,litterae,f,1,,
vocabulum_1119,word (var. 1119),noun,1,vocabuli,n,2,,
capitulum_1120,chapter (var. 1120),noun,1,capituli,n,2,,
syllaba_1121,syllable (var. 1121),noun,1,syllabae,f,1,,
exemplum_1122,example (var. 1122),noun,1,exempli,n,2,,
pensum_1123,task (var. 1123),noun,1,pensi,n,2,,
magnus_1124,big (var. 1124),adj,1,,,1/2,,
parvus_1125,small (var. 1125),adj,1,,,1/2,,
graecus_1126,greek (var. 1126),adj,1,,,1/2,,
romanus_1127,roman (var. 1127),adj,1,,,1/2,,
latinus_1128,latin (var. 1128),adj,1,,,1/2,,
multi_1129,many (var. 1129),adj,1,,,1/2,,
pauci_1130,few (var. 1130),adj,1,,,1/2,,
unus_1131,one (var. 1131),num,1,,,,,
mille_1132,thousand (var. 1132),num,1,,,,,
primus_1133,first (var. 1133),adj,1,,,1/2,,
secundus_1134,second (var. 1134),adj,1,,,1/2,,
tertius_1135,third (var. 1135),adj,1,,,1/2,,
est_1136,is (var. 1136),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1137,are (var. 1137),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1138,in/on (var. 1138),prep,1,,,,,
et_1139,and (var. 1139),conj,1,,,,,
sed_1140,but (var. 1140),conj,1,,,,,
non_1141,not (var. 1141),adv,1,,,,,
quoque_1142,also (var. 1142),adv,1,,,,,
ubi_1143,where (var. 1143),adv,1,,,,,
num_1144,? (var. 1144),part,1,,,,,
quid_1145,what (var. 1145),pron,1,,,,,
quis_1146,who (var. 1146),pron,1,,,,,
qui_1147,who (var. 1147),pron,1,,,,,
cuius_1148,whose (var. 1148),pron,1,,,,,
amo_1149,love (var. 1149),verb,1,,,,"amo, amare, amavi, amatum",1
video_1150,see (var. 1150),verb,1,,,,"video, videre, vidi, visum",2
lego_1151,read (var. 1151),verb,1,,,,"lego, legere, legi, lectum",3
audio_1152,hear (var. 1152),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1153,take (var. 1153),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1154,make/do (var. 1154),verb,1,,,,"facio, facere, feci, factum",3io
ago_1155,do/drive (var. 1155),verb,1,,,,"ago, agere, egi, actum",3
dico_1156,say (var. 1156),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1157,come (var. 1157),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1158,have (var. 1158),verb,1,,,,"habeo, habere, habui, habitum",2
do_1159,give (var. 1159),verb,1,,,,"do, dare, dedi, datum",1
voco_1160,call (var. 1160),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1161,fight (var. 1161),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1162,attack (var. 1162),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1163,kill (var. 1163),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1164,fear (var. 1164),verb,1,,,,"timeo, timere, timui, -",2
moneo_1165,warn (var. 1165),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1166,lead (var. 1166),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1167,send (var. 1167),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1168,put (var. 1168),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1169,write (var. 1169),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1170,conquer (var. 1170),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1171,live (var. 1171),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1172,sleep (var. 1172),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1173,know (var. 1173),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1174,not know (var. 1174),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1175,road (var. 1175),noun,1,viae,f,1,,
murus_1176,wall (var. 1176),noun,1,muri,m,2,,
porta_1177,gate (var. 1177),noun,1,portae,f,1,,
lectica_1178,litter (var. 1178),noun,1,lecticae,f,1,,
saccus_1179,sack (var. 1179),noun,1,sacci,m,2,,
humerus_1180,shoulder (var. 1180),noun,1,humeri,m,2,,
amicus_1181,friend (var. 1181),noun,1,amici,m,2,,
inimicus_1182,enemy (var. 1182),noun,1,inimici,m,2,,
equus_1183,horse (var. 1183),noun,1,equi,m,2,,
oculus_1184,eye (var. 1184),noun,1,oculi,m,2,,
lacrima_1185,tear (var. 1185),noun,1,lacrimae,f,1,,
speculum_1186,mirror (var. 1186),noun,1,speculi,n,2,,
ostium_1187,door (var. 1187),noun,1,ostii,n,2,,
atrium_1188,atrium (var. 1188),noun,1,atrii,n,2,,
impluvium_1189,pool (var. 1189),noun,1,impluvii,n,2,,
cubiculum_1190,bedroom (var. 1190),noun,1,cubiculi,n,2,,
tablinum_1191,study (var. 1191),noun,1,tablini,n,2,,
peristylum_1192,peristyle (var. 1192),noun,1,peristyli,n,2,,
lilium_1193,lily (var. 1193),noun,1,lilii,n,2,,
nasus_1194,nose (var. 1194),noun,1,nasi,m,2,,
rosa_1195,rose (var. 1195),noun,1,rosae,f,1,,
malum_1196,apple (var. 1196),noun,1,mali,n,2,,
pirum_1197,pear (var. 1197),noun,1,piri,n,2,,
oscilum_1198,kiss (var. 1198),noun,1,oscili,n,2,,
beatus_1199,happy (var. 1199),adj,1,,,1/2,,
fessus_1200,tired (var. 1200),adj,1,,,1/2,,
iratus_1201,angry (var. 1201),adj,1,,,1/2,,
laetus_1202,glad (var. 1202),adj,1,,,1/2,,
maestus_1203,sad (var. 1203),adj,1,,,1/2,,
plenus_1204,full (var. 1204),adj,1,,,1/2,,
solus_1205,alone (var. 1205),adj,1,,,1/2,,
stultus_1206,stupid (var. 1206),adj,1,,,1/2,,
tutus_1207,safe (var. 1207),adj,1,,,1/2,,
vivus_1208,alive (var. 1208),adj,1,,,1/2,,
mortuus_1209,dead (var. 1209),adj,1,,,1/2,,
puella_1210,girl (var. 1210),noun,1,puellae,f,1,,
puer_1211,boy (var. 1211),noun,1,pueri,m,2,,
vir_1212,man (var. 1212),noun,1,viri,m,2,,
femina_1213,woman (var. 1213),noun,1,feminae,f,1,,
pater_1214,father (var. 1214),noun,1,patris,m,3,,
mater_1215,mother (var. 1215),noun,1,matris,f,3,,
filius_1216,son (var. 1216),noun,1,filii,m,2,,
filia_1217,daughter (var. 1217),noun,1,filiae,f,1,,
dominus_1218,master (var. 1218),noun,1,domini,m,2,,
ancilla_1219,slave-girl (var. 1219),noun,1,ancillae,f,1,,
servus_1220,slave (var. 1220),noun,1,servi,m,2,,
liber_1221,book (var. 1221),noun,1,libri,m,2,,
titulus_1222,title (var. 1222),noun,1,tituli,m,2,,
pagina_1223,page (var. 1223),noun,1,paginae,f,1,,
antiquus_1224,ancient (var. 1224),adj,1,,,1/2,,
novus_1225,new (var. 1225),adj,1,,,1/2,,
ceteri_1226,the others (var. 1226),adj,1,,,1/2,,
meus_1227,my (var. 1227),adj,1,,,1/2,,
tuus_1228,your (var. 1228),adj,1,,,1/2,,
centum_1229,hundred (var. 1229),num,1,,,,,
duo_1230,two (var. 1230),num,1,,,,,
tres_1231,three (var. 1231),num,1,,,,,
fluvius_1232,river (var. 1232),noun,1,fluvii,m,2,,
insula_1233,island (var. 1233),noun,1,insulae,f,1,,
oppidum_1234,town (var. 1234),noun,1,oppidi,n,2,,
oceanus_1235,ocean (var. 1235),noun,1,oceani,m,2,,
imperium_1236,empire (var. 1236),noun,1,imperii,n,2,,
provincia_1237,province (var. 1237),noun,1,provinciae,f,1,,
numerus_1238,number (var. 1238),noun,1,numeri,m,2,,
littera_1239,letter (var. 1239),noun,1,litterae,f,1,,
vocabulum_1240,word (var. 1240),noun,1,vocabuli,n,2,,
capitulum_1241,chapter (var. 1241),noun,1,capituli,n,2,,
syllaba_1242,syllable (var. 1242),noun,1,syllabae,f,1,,
exemplum_1243,example (var. 1243),noun,1,exempli,n,2,,
pensum_1244,task (var. 1244),noun,1,pensi,n,2,,
magnus_1245,big (var. 1245),adj,1,,,1/2,,
parvus_1246,small (var. 1246),adj,1,,,1/2,,
graecus_1247,greek (var. 1247),adj,1,,,1/2,,
romanus_1248,roman (var. 1248),adj,1,,,1/2,,
latinus_1249,latin (var. 1249),adj,1,,,1/2,,
multi_1250,many (var. 1250),adj,1,,,1/2,,
pauci_1251,few (var. 1251),adj,1,,,1/2,,
unus_1252,one (var. 1252),num,1,,,,,
mille_1253,thousand (var. 1253),num,1,,,,,
primus_1254,first (var. 1254),adj,1,,,1/2,,
secundus_1255,second (var. 1255),adj,1,,,1/2,,
tertius_1256,third (var. 1256),adj,1,,,1/2,,
est_1257,is (var. 1257),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1258,are (var. 1258),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1259,in/on (var. 1259),prep,1,,,,,
et_1260,and (var. 1260),conj,1,,,,,
sed_1261,but (var. 1261),conj,1,,,,,
non_1262,not (var. 1262),adv,1,,,,,
quoque_1263,also (var. 1263),adv,1,,,,,
ubi_1264,where (var. 1264),adv,1,,,,,
num_1265,? (var. 1265),part,1,,,,,
quid_1266,what (var. 1266),pron,1,,,,,
quis_1267,who (var. 1267),pron,1,,,,,
qui_1268,who (var. 1268),pron,1,,,,,
cuius_1269,whose (var. 1269),pron,1,,,,,
amo_1270,love (var. 1270),verb,1,,,,"amo, amare, amavi, amatum",1
video_1271,see (var. 1271),verb,1,,,,"video, videre, vidi, visum",2
lego_1272,read (var. 1272),verb,1,,,,"lego, legere, legi, lectum",3
audio_1273,hear (var. 1273),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1274,take (var. 1274),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1275,make/do (var. 1275),verb,1,,,,"facio, facere, feci, factum",3io
ago_1276,do/drive (var. 1276),verb,1,,,,"ago, agere, egi, actum",3
dico_1277,say (var. 1277),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1278,come (var. 1278),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1279,have (var. 1279),verb,1,,,,"habeo, habere, habui, habitum",2
do_1280,give (var. 1280),verb,1,,,,"do, dare, dedi, datum",1
voco_1281,call (var. 1281),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1282,fight (var. 1282),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1283,attack (var. 1283),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
neco_1284,kill (var. 1284),verb,1,,,,"neco, necare, necavi, necatum",1
timeo_1285,fear (var. 1285),verb,1,,,,"timeo, timere, timui, -",2
moneo_1286,warn (var. 1286),verb,1,,,,"moneo, monere, monui, monitum",2
duco_1287,lead (var. 1287),verb,1,,,,"duco, ducere, duxi, ductum",3
mitto_1288,send (var. 1288),verb,1,,,,"mitto, mittere, misi, missum",3
pono_1289,put (var. 1289),verb,1,,,,"pono, ponere, posui, positum",3
scribo_1290,write (var. 1290),verb,1,,,,"scribo, scribere, scripsi, scriptum",3
vinco_1291,conquer (var. 1291),verb,1,,,,"vinco, vincere, vici, victum",3
vivo_1292,live (var. 1292),verb,1,,,,"vivo, vivere, vixi, victum",3
dormio_1293,sleep (var. 1293),verb,1,,,,"dormio, dormire, dormivi, dormitum",4
scio_1294,know (var. 1294),verb,1,,,,"scio, scire, scivi, scitum",4
nescio_1295,not know (var. 1295),verb,1,,,,"nescio, nescire, nescivi, nescitum",4
via_1296,road (var. 1296),noun,1,viae,f,1,,
murus_1297,wall (var. 1297),noun,1,muri,m,2,,
porta_1298,gate (var. 1298),noun,1,portae,f,1,,
lectica_1299,litter (var. 1299),noun,1,lecticae,f,1,,
saccus_1300,sack (var. 1300),noun,1,sacci,m,2,,
humerus_1301,shoulder (var. 1301),noun,1,humeri,m,2,,
amicus_1302,friend (var. 1302),noun,1,amici,m,2,,
inimicus_1303,enemy (var. 1303),noun,1,inimici,m,2,,
equus_1304,horse (var. 1304),noun,1,equi,m,2,,
oculus_1305,eye (var. 1305),noun,1,oculi,m,2,,
lacrima_1306,tear (var. 1306),noun,1,lacrimae,f,1,,
speculum_1307,mirror (var. 1307),noun,1,speculi,n,2,,
ostium_1308,door (var. 1308),noun,1,ostii,n,2,,
atrium_1309,atrium (var. 1309),noun,1,atrii,n,2,,
impluvium_1310,pool (var. 1310),noun,1,impluvii,n,2,,
cubiculum_1311,bedroom (var. 1311),noun,1,cubiculi,n,2,,
tablinum_1312,study (var. 1312),noun,1,tablini,n,2,,
peristylum_1313,peristyle (var. 1313),noun,1,peristyli,n,2,,
lilium_1314,lily (var. 1314),noun,1,lilii,n,2,,
nasus_1315,nose (var. 1315),noun,1,nasi,m,2,,
rosa_1316,rose (var. 1316),noun,1,rosae,f,1,,
malum_1317,apple (var. 1317),noun,1,mali,n,2,,
pirum_1318,pear (var. 1318),noun,1,piri,n,2,,
oscilum_1319,kiss (var. 1319),noun,1,oscili,n,2,,
beatus_1320,happy (var. 1320),adj,1,,,1/2,,
fessus_1321,tired (var. 1321),adj,1,,,1/2,,
iratus_1322,angry (var. 1322),adj,1,,,1/2,,
laetus_1323,glad (var. 1323),adj,1,,,1/2,,
maestus_1324,sad (var. 1324),adj,1,,,1/2,,
plenus_1325,full (var. 1325),adj,1,,,1/2,,
solus_1326,alone (var. 1326),adj,1,,,1/2,,
stultus_1327,stupid (var. 1327),adj,1,,,1/2,,
tutus_1328,safe (var. 1328),adj,1,,,1/2,,
vivus_1329,alive (var. 1329),adj,1,,,1/2,,
mortuus_1330,dead (var. 1330),adj,1,,,1/2,,
puella_1331,girl (var. 1331),noun,1,puellae,f,1,,
puer_1332,boy (var. 1332),noun,1,pueri,m,2,,
vir_1333,man (var. 1333),noun,1,viri,m,2,,
femina_1334,woman (var. 1334),noun,1,feminae,f,1,,
pater_1335,father (var. 1335),noun,1,patris,m,3,,
mater_1336,mother (var. 1336),noun,1,matris,f,3,,
filius_1337,son (var. 1337),noun,1,filii,m,2,,
filia_1338,daughter (var. 1338),noun,1,filiae,f,1,,
dominus_1339,master (var. 1339),noun,1,domini,m,2,,
ancilla_1340,slave-girl (var. 1340),noun,1,ancillae,f,1,,
servus_1341,slave (var. 1341),noun,1,servi,m,2,,
liber_1342,book (var. 1342),noun,1,libri,m,2,,
titulus_1343,title (var. 1343),noun,1,tituli,m,2,,
pagina_1344,page (var. 1344),noun,1,paginae,f,1,,
antiquus_1345,ancient (var. 1345),adj,1,,,1/2,,
novus_1346,new (var. 1346),adj,1,,,1/2,,
ceteri_1347,the others (var. 1347),adj,1,,,1/2,,
meus_1348,my (var. 1348),adj,1,,,1/2,,
tuus_1349,your (var. 1349),adj,1,,,1/2,,
centum_1350,hundred (var. 1350),num,1,,,,,
duo_1351,two (var. 1351),num,1,,,,,
tres_1352,three (var. 1352),num,1,,,,,
fluvius_1353,river (var. 1353),noun,1,fluvii,m,2,,
insula_1354,island (var. 1354),noun,1,insulae,f,1,,
oppidum_1355,town (var. 1355),noun,1,oppidi,n,2,,
oceanus_1356,ocean (var. 1356),noun,1,oceani,m,2,,
imperium_1357,empire (var. 1357),noun,1,imperii,n,2,,
provincia_1358,province (var. 1358),noun,1,provinciae,f,1,,
numerus_1359,number (var. 1359),noun,1,numeri,m,2,,
littera_1360,letter (var. 1360),noun,1,litterae,f,1,,
vocabulum_1361,word (var. 1361),noun,1,vocabuli,n,2,,
capitulum_1362,chapter (var. 1362),noun,1,capituli,n,2,,
syllaba_1363,syllable (var. 1363),noun,1,syllabae,f,1,,
exemplum_1364,example (var. 1364),noun,1,exempli,n,2,,
pensum_1365,task (var. 1365),noun,1,pensi,n,2,,
magnus_1366,big (var. 1366),adj,1,,,1/2,,
parvus_1367,small (var. 1367),adj,1,,,1/2,,
graecus_1368,greek (var. 1368),adj,1,,,1/2,,
romanus_1369,roman (var. 1369),adj,1,,,1/2,,
latinus_1370,latin (var. 1370),adj,1,,,1/2,,
multi_1371,many (var. 1371),adj,1,,,1/2,,
pauci_1372,few (var. 1372),adj,1,,,1/2,,
unus_1373,one (var. 1373),num,1,,,,,
mille_1374,thousand (var. 1374),num,1,,,,,
primus_1375,first (var. 1375),adj,1,,,1/2,,
secundus_1376,second (var. 1376),adj,1,,,1/2,,
tertius_1377,third (var. 1377),adj,1,,,1/2,,
est_1378,is (var. 1378),verb,1,,,,"sum, esse, fui, futurum",irreg
sunt_1379,are (var. 1379),verb,1,,,,"sum, esse, fui, futurum",irreg
in_1380,in/on (var. 1380),prep,1,,,,,
et_1381,and (var. 1381),conj,1,,,,,
sed_1382,but (var. 1382),conj,1,,,,,
non_1383,not (var. 1383),adv,1,,,,,
quoque_1384,also (var. 1384),adv,1,,,,,
ubi_1385,where (var. 1385),adv,1,,,,,
num_1386,? (var. 1386),part,1,,,,,
quid_1387,what (var. 1387),pron,1,,,,,
quis_1388,who (var. 1388),pron,1,,,,,
qui_1389,who (var. 1389),pron,1,,,,,
cuius_1390,whose (var. 1390),pron,1,,,,,
amo_1391,love (var. 1391),verb,1,,,,"amo, amare, amavi, amatum",1
video_1392,see (var. 1392),verb,1,,,,"video, videre, vidi, visum",2
lego_1393,read (var. 1393),verb,1,,,,"lego, legere, legi, lectum",3
audio_1394,hear (var. 1394),verb,1,,,,"audio, audire, audivi, auditum",4
capio_1395,take (var. 1395),verb,1,,,,"capio, capere, cepi, captum",3io
facio_1396,make/do (var. 1396),verb,1,,,,"facio, facere, feci, factum",3io
ago_1397,do/drive (var. 1397),verb,1,,,,"ago, agere, egi, actum",3
dico_1398,say (var. 1398),verb,1,,,,"dico, dicere, dixi, dictum",3
venio_1399,come (var. 1399),verb,1,,,,"venio, venire, veni, ventum",4
habeo_1400,have (var. 1400),verb,1,,,,"habeo, habere, habui, habitum",2
do_1401,give (var. 1401),verb,1,,,,"do, dare, dedi, datum",1
voco_1402,call (var. 1402),verb,1,,,,"voco, vocare, vocavi, vocatum",1
pugno_1403,fight (var. 1403),verb,1,,,,"pugno, pugnare, pugnavi, pugnatum",1
oppugno_1404,attack (var. 1404),verb,1,,,,"oppugno, oppugnare, oppugnavi, oppugnatum",1
